GLOSATIPOESTABLECIMIENTO,fecha,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
SAR,2024-01-13,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,2,3
SAR,2024-01-13,15,Atenciones de urgencia - Crisis hipertensiva,18,0,0,0,9,9
SAR,2024-01-13,16,Atenciones de urgencia - Arritmia grave,6,0,1,0,2,3
SAR,2024-01-13,17,Atenciones de urgencia - Otras causas circulatorias,24,0,0,0,13,11
SAR,2024-01-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-01-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-02-13,1,Atenciones de urgencia - Total,2772,45,130,268,1865,464
SAR,2024-02-13,12,Atenciones de urgencia - Total Sistema Circulatorio,62,0,0,0,27,35
SAR,2024-02-13,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,1,0
SAR,2024-02-13,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,2,3
SAR,2024-02-13,15,Atenciones de urgencia - Crisis hipertensiva,16,0,0,0,11,5
SAR,2024-02-13,16,Atenciones de urgencia - Arritmia grave,4,0,0,0,2,2
SAR,2024-02-13,17,Atenciones de urgencia - Otras causas circulatorias,36,0,0,0,11,25
SAR,2024-02-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-02-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-03-13,1,Atenciones de urgencia - Total,3245,49,222,560,1982,432
SAR,2024-03-13,12,Atenciones de urgencia - Total Sistema Circulatorio,56,0,0,3,26,27
SAR,2024-03-13,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,0,3
SAR,2024-03-13,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,1,0
SAR,2024-03-13,15,Atenciones de urgencia - Crisis hipertensiva,20,0,0,0,9,11
SAR,2024-03-13,16,Atenciones de urgencia - Arritmia grave,4,0,0,1,1,2
SAR,2024-03-13,17,Atenciones de urgencia - Otras causas circulatorias,28,0,0,2,15,11
SAR,2024-03-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-03-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-04-13,1,Atenciones de urgencia - Total,3040,39,205,430,1876,490
SAR,2024-04-13,12,Atenciones de urgencia - Total Sistema Circulatorio,57,0,0,0,29,28
SAR,2024-04-13,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,3,2
SAR,2024-04-13,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,0,6
SAR,2024-04-13,15,Atenciones de urgencia - Crisis hipertensiva,20,0,0,0,15,5
SAR,2024-04-13,16,Atenciones de urgencia - Arritmia grave,6,0,0,0,4,2
SAR,2024-04-13,17,Atenciones de urgencia - Otras causas circulatorias,20,0,0,0,7,13
SAR,2024-04-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-04-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-05-13,1,Atenciones de urgencia - Total,4537,54,294,992,2709,488
SAR,2024-05-13,12,Atenciones de urgencia - Total Sistema Circulatorio,53,0,0,1,31,21
SAR,2024-05-13,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,0,1
SAR,2024-05-13,14,Atenciones de urgencia - Accidente vascular encefálico,4,0,0,0,1,3
SAR,2024-05-13,15,Atenciones de urgencia - Crisis hipertensiva,23,0,0,0,14,9
SAR,2024-05-13,16,Atenciones de urgencia - Arritmia grave,3,0,0,1,1,1
SAR,2024-05-13,17,Atenciones de urgencia - Otras causas circulatorias,22,0,0,0,15,7
SAR,2024-05-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-05-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-06-13,1,Atenciones de urgencia - Total,1563,12,92,147,1122,190
SAR,2024-06-13,12,Atenciones de urgencia - Total Sistema Circulatorio,30,0,0,1,19,10
SAR,2024-06-13,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,1,0
SAR,2024-06-13,14,Atenciones de urgencia - Accidente vascular encefálico,2,0,0,0,1,1
SAR,2024-06-13,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,8,4
SAR,2024-06-13,16,Atenciones de urgencia - Arritmia grave,3,0,0,0,0,3
SAR,2024-06-13,17,Atenciones de urgencia - Otras causas circulatorias,12,0,0,1,9,2
SAR,2024-06-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-06-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-07-13,1,Atenciones de urgencia - Total,2571,21,145,241,1651,513
SAR,2024-07-13,12,Atenciones de urgencia - Total Sistema Circulatorio,66,0,0,1,33,32
SAR,2024-07-13,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,1,1
SAR,2024-07-13,14,Atenciones de urgencia - Accidente vascular encefálico,4,0,0,0,1,3
SAR,2024-07-13,15,Atenciones de urgencia - Crisis hipertensiva,30,0,0,0,18,12
SAR,2024-07-13,16,Atenciones de urgencia - Arritmia grave,4,0,0,1,2,1
SAR,2024-07-13,17,Atenciones de urgencia - Otras causas circulatorias,26,0,0,0,11,15
SAR,2024-07-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-07-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-08-13,1,Atenciones de urgencia - Total,3709,63,283,642,2138,583
SAR,2024-08-13,12,Atenciones de urgencia - Total Sistema Circulatorio,57,0,0,0,32,25
SAR,2024-08-13,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,0,1
SAR,2024-08-13,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,2,4
SAR,2024-08-13,15,Atenciones de urgencia - Crisis hipertensiva,22,0,0,0,15,7
SAR,2024-08-13,16,Atenciones de urgencia - Arritmia grave,2,0,0,0,1,1
SAR,2024-08-13,17,Atenciones de urgencia - Otras causas circulatorias,26,0,0,0,14,12
SAR,2024-08-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-08-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-09-13,1,Atenciones de urgencia - Total,3116,50,239,411,1879,537
SAR,2024-09-13,12,Atenciones de urgencia - Total Sistema Circulatorio,64,0,0,1,33,30
SAR,2024-09-13,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,1,0
SAR,2024-09-13,14,Atenciones de urgencia - Accidente vascular encefálico,1,0,0,0,0,1
SAR,2024-09-13,15,Atenciones de urgencia - Crisis hipertensiva,29,0,0,0,15,14
SAR,2024-09-13,16,Atenciones de urgencia - Arritmia grave,5,0,0,0,3,2
SAR,2024-09-13,17,Atenciones de urgencia - Otras causas circulatorias,28,0,0,1,14,13
SAR,2024-09-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-09-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-10-13,1,Atenciones de urgencia - Total,3298,38,242,556,1955,507
SAR,2024-10-13,12,Atenciones de urgencia - Total Sistema Circulatorio,54,0,0,1,18,35
SAR,2024-10-13,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,1,1
SAR,2024-10-13,14,Atenciones de urgencia - Accidente vascular encefálico,3,0,0,0,0,3
SAR,2024-10-13,15,Atenciones de urgencia - Crisis hipertensiva,19,0,0,0,5,14
SAR,2024-10-13,16,Atenciones de urgencia - Arritmia grave,1,0,0,0,0,1
SAR,2024-10-13,17,Atenciones de urgencia - Otras causas circulatorias,29,0,0,1,12,16
SAR,2024-10-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-10-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-11-13,1,Atenciones de urgencia - Total,3655,43,284,673,2118,537
SAR,2024-11-13,12,Atenciones de urgencia - Total Sistema Circulatorio,71,1,0,0,33,37
SAR,2024-11-13,13,Atenciones de urgencia - Infarto agudo miocardio,1,0,0,0,0,1
SAR,2024-11-13,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,2,4
SAR,2024-11-13,15,Atenciones de urgencia - Crisis hipertensiva,19,0,0,0,14,5
SAR,2024-11-13,16,Atenciones de urgencia - Arritmia grave,8,0,0,0,3,5
SAR,2024-11-13,17,Atenciones de urgencia - Otras causas circulatorias,37,1,0,0,14,22
SAR,2024-11-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-11-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-12-13,1,Atenciones de urgencia - Total,3073,36,204,385,1921,527
SAR,2024-12-13,12,Atenciones de urgencia - Total Sistema Circulatorio,68,0,0,1,37,30
SAR,2024-12-13,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,1,2
SAR,2024-12-13,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,1,2,3
SAR,2024-12-13,15,Atenciones de urgencia - Crisis hipertensiva,24,0,0,0,17,7
SAR,2024-12-13,16,Atenciones de urgencia - Arritmia grave,8,0,0,0,2,6
SAR,2024-12-13,17,Atenciones de urgencia - Otras causas circulatorias,27,0,0,0,15,12
SAR,2024-12-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-12-13,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-01-14,1,Atenciones de urgencia - Total,2820,42,160,296,1888,434
SAR,2024-01-14,12,Atenciones de urgencia - Total Sistema Circulatorio,54,0,0,0,26,28
SAR,2024-01-14,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SAR,2024-01-14,14,Atenciones de urgencia - Accidente vascular encefálico,4,0,0,0,2,2
SAR,2024-01-14,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,6,6
SAR,2024-01-14,16,Atenciones de urgencia - Arritmia grave,7,0,0,0,2,5
SAR,2024-01-14,17,Atenciones de urgencia - Otras causas circulatorias,31,0,0,0,16,15
SAR,2024-01-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-01-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-02-14,1,Atenciones de urgencia - Total,2558,27,153,207,1723,448
SAR,2024-02-14,12,Atenciones de urgencia - Total Sistema Circulatorio,67,0,7,1,35,24
SAR,2024-02-14,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,2,1
SAR,2024-02-14,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,2,4
SAR,2024-02-14,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,10,1
SAR,2024-02-14,16,Atenciones de urgencia - Arritmia grave,2,0,0,0,1,1
SAR,2024-02-14,17,Atenciones de urgencia - Otras causas circulatorias,45,0,7,1,20,17
SAR,2024-02-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-02-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-03-14,1,Atenciones de urgencia - Total,3380,52,282,658,1905,483
SAR,2024-03-14,12,Atenciones de urgencia - Total Sistema Circulatorio,53,0,1,0,27,25
SAR,2024-03-14,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,1,1
SAR,2024-03-14,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,3,2
SAR,2024-03-14,15,Atenciones de urgencia - Crisis hipertensiva,18,0,0,0,9,9
SAR,2024-03-14,16,Atenciones de urgencia - Arritmia grave,3,0,0,0,0,3
SAR,2024-03-14,17,Atenciones de urgencia - Otras causas circulatorias,25,0,1,0,14,10
SAR,2024-03-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-03-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-04-14,1,Atenciones de urgencia - Total,3042,32,258,463,1839,450
SAR,2024-04-14,12,Atenciones de urgencia - Total Sistema Circulatorio,62,0,0,1,34,27
SAR,2024-04-14,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,0,2
SAR,2024-04-14,14,Atenciones de urgencia - Accidente vascular encefálico,3,0,0,0,2,1
SAR,2024-04-14,15,Atenciones de urgencia - Crisis hipertensiva,19,0,0,0,13,6
SAR,2024-04-14,16,Atenciones de urgencia - Arritmia grave,7,0,0,0,3,4
SAR,2024-04-14,17,Atenciones de urgencia - Otras causas circulatorias,31,0,0,1,16,14
SAR,2024-04-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-04-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-05-14,1,Atenciones de urgencia - Total,4434,52,320,876,2650,536
SAR,2024-05-14,12,Atenciones de urgencia - Total Sistema Circulatorio,51,0,0,3,29,19
SAR,2024-05-14,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SAR,2024-05-14,14,Atenciones de urgencia - Accidente vascular encefálico,4,0,0,0,2,2
SAR,2024-05-14,15,Atenciones de urgencia - Crisis hipertensiva,22,0,0,0,17,5
SAR,2024-05-14,16,Atenciones de urgencia - Arritmia grave,3,0,0,0,0,3
SAR,2024-05-14,17,Atenciones de urgencia - Otras causas circulatorias,22,0,0,3,10,9
SAR,2024-05-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-05-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-06-14,1,Atenciones de urgencia - Total,2425,31,187,281,1482,444
SAR,2024-06-14,12,Atenciones de urgencia - Total Sistema Circulatorio,56,0,0,1,26,29
SAR,2024-06-14,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,0,2
SAR,2024-06-14,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,0,5
SAR,2024-06-14,15,Atenciones de urgencia - Crisis hipertensiva,24,0,0,0,12,12
SAR,2024-06-14,16,Atenciones de urgencia - Arritmia grave,4,0,0,0,1,3
SAR,2024-06-14,17,Atenciones de urgencia - Otras causas circulatorias,21,0,0,1,13,7
SAR,2024-06-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-06-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-07-14,1,Atenciones de urgencia - Total,2476,25,166,241,1601,443
SAR,2024-07-14,12,Atenciones de urgencia - Total Sistema Circulatorio,59,0,0,0,34,25
SAR,2024-07-14,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,3,1
SAR,2024-07-14,14,Atenciones de urgencia - Accidente vascular encefálico,3,0,0,0,2,1
SAR,2024-07-14,15,Atenciones de urgencia - Crisis hipertensiva,18,0,0,0,14,4
SAR,2024-07-14,16,Atenciones de urgencia - Arritmia grave,13,0,0,0,7,6
SAR,2024-07-14,17,Atenciones de urgencia - Otras causas circulatorias,21,0,0,0,8,13
SAR,2024-07-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-07-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-08-14,1,Atenciones de urgencia - Total,3036,45,261,457,1742,531
SAR,2024-08-14,12,Atenciones de urgencia - Total Sistema Circulatorio,61,0,0,0,25,36
SAR,2024-08-14,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,1,2
SAR,2024-08-14,14,Atenciones de urgencia - Accidente vascular encefálico,3,0,0,0,1,2
SAR,2024-08-14,15,Atenciones de urgencia - Crisis hipertensiva,32,0,0,0,15,17
SAR,2024-08-14,16,Atenciones de urgencia - Arritmia grave,6,0,0,0,2,4
SAR,2024-08-14,17,Atenciones de urgencia - Otras causas circulatorias,17,0,0,0,6,11
SAR,2024-08-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-08-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-09-14,1,Atenciones de urgencia - Total,3375,87,284,485,1922,597
SAR,2024-09-14,12,Atenciones de urgencia - Total Sistema Circulatorio,76,0,0,2,36,38
SAR,2024-09-14,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,0,4
SAR,2024-09-14,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,4,2
SAR,2024-09-14,15,Atenciones de urgencia - Crisis hipertensiva,26,0,0,0,14,12
SAR,2024-09-14,16,Atenciones de urgencia - Arritmia grave,7,0,0,0,2,5
SAR,2024-09-14,17,Atenciones de urgencia - Otras causas circulatorias,33,0,0,2,16,15
SAR,2024-09-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-09-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-10-14,1,Atenciones de urgencia - Total,3775,45,260,757,2223,490
SAR,2024-10-14,12,Atenciones de urgencia - Total Sistema Circulatorio,78,1,0,1,38,38
SAR,2024-10-14,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,2,2
SAR,2024-10-14,14,Atenciones de urgencia - Accidente vascular encefálico,3,0,0,0,0,3
SAR,2024-10-14,15,Atenciones de urgencia - Crisis hipertensiva,25,0,0,0,15,10
SAR,2024-10-14,16,Atenciones de urgencia - Arritmia grave,14,1,0,0,8,5
SAR,2024-10-14,17,Atenciones de urgencia - Otras causas circulatorias,32,0,0,1,13,18
SAR,2024-10-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-10-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-11-14,1,Atenciones de urgencia - Total,3455,48,247,635,2030,495
SAR,2024-11-14,12,Atenciones de urgencia - Total Sistema Circulatorio,63,0,0,0,35,28
SAR,2024-11-14,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,1,1
SAR,2024-11-14,14,Atenciones de urgencia - Accidente vascular encefálico,2,0,0,0,0,2
SAR,2024-11-14,15,Atenciones de urgencia - Crisis hipertensiva,20,0,0,0,15,5
SAR,2024-11-14,16,Atenciones de urgencia - Arritmia grave,6,0,0,0,1,5
SAR,2024-11-14,17,Atenciones de urgencia - Otras causas circulatorias,33,0,0,0,18,15
SAR,2024-11-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-11-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-12-14,1,Atenciones de urgencia - Total,3277,40,220,430,2023,564
SAR,2024-12-14,12,Atenciones de urgencia - Total Sistema Circulatorio,66,0,0,0,39,27
SAR,2024-12-14,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,3,2
SAR,2024-12-14,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,2,3
SAR,2024-12-14,15,Atenciones de urgencia - Crisis hipertensiva,19,0,0,0,13,6
SAR,2024-12-14,16,Atenciones de urgencia - Arritmia grave,5,0,0,0,1,4
SAR,2024-12-14,17,Atenciones de urgencia - Otras causas circulatorias,32,0,0,0,20,12
SAR,2024-12-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-12-14,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-01-15,1,Atenciones de urgencia - Total,3176,49,182,301,2133,511
SAR,2024-01-15,12,Atenciones de urgencia - Total Sistema Circulatorio,78,0,2,5,47,24
SAR,2024-01-15,13,Atenciones de urgencia - Infarto agudo miocardio,2,0,0,0,2,0
SAR,2024-01-15,14,Atenciones de urgencia - Accidente vascular encefálico,2,0,0,0,1,1
SAR,2024-01-15,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,8,5
SAR,2024-01-15,16,Atenciones de urgencia - Arritmia grave,7,0,0,0,3,4
SAR,2024-01-15,17,Atenciones de urgencia - Otras causas circulatorias,54,0,2,5,33,14
SAR,2024-01-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-01-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-02-15,1,Atenciones de urgencia - Total,2626,41,129,265,1709,482
SAR,2024-02-15,12,Atenciones de urgencia - Total Sistema Circulatorio,56,0,0,0,27,29
SAR,2024-02-15,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,5,2
SAR,2024-02-15,14,Atenciones de urgencia - Accidente vascular encefálico,4,0,0,0,1,3
SAR,2024-02-15,15,Atenciones de urgencia - Crisis hipertensiva,17,0,0,0,11,6
SAR,2024-02-15,16,Atenciones de urgencia - Arritmia grave,4,0,0,0,0,4
SAR,2024-02-15,17,Atenciones de urgencia - Otras causas circulatorias,24,0,0,0,10,14
SAR,2024-02-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-02-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-03-15,1,Atenciones de urgencia - Total,3129,42,252,540,1810,485
SAR,2024-03-15,12,Atenciones de urgencia - Total Sistema Circulatorio,86,1,0,7,37,41
SAR,2024-03-15,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,1,3
SAR,2024-03-15,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,4,1
SAR,2024-03-15,15,Atenciones de urgencia - Crisis hipertensiva,25,0,0,0,13,12
SAR,2024-03-15,16,Atenciones de urgencia - Arritmia grave,4,0,0,0,1,3
SAR,2024-03-15,17,Atenciones de urgencia - Otras causas circulatorias,48,1,0,7,18,22
SAR,2024-03-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-03-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-04-15,1,Atenciones de urgencia - Total,3690,55,276,662,2230,467
SAR,2024-04-15,12,Atenciones de urgencia - Total Sistema Circulatorio,73,0,0,0,32,41
SAR,2024-04-15,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,0,3
SAR,2024-04-15,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,2,4
SAR,2024-04-15,15,Atenciones de urgencia - Crisis hipertensiva,35,0,0,0,16,19
SAR,2024-04-15,16,Atenciones de urgencia - Arritmia grave,8,0,0,0,2,6
SAR,2024-04-15,17,Atenciones de urgencia - Otras causas circulatorias,21,0,0,0,12,9
SAR,2024-04-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-04-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-05-15,1,Atenciones de urgencia - Total,4111,48,287,750,2589,437
SAR,2024-05-15,12,Atenciones de urgencia - Total Sistema Circulatorio,65,0,0,1,43,21
SAR,2024-05-15,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,3,0
SAR,2024-05-15,14,Atenciones de urgencia - Accidente vascular encefálico,5,0,0,0,2,3
SAR,2024-05-15,15,Atenciones de urgencia - Crisis hipertensiva,34,0,0,0,26,8
SAR,2024-05-15,16,Atenciones de urgencia - Arritmia grave,8,0,0,1,6,1
SAR,2024-05-15,17,Atenciones de urgencia - Otras causas circulatorias,15,0,0,0,6,9
SAR,2024-05-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-05-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-06-15,1,Atenciones de urgencia - Total,2826,41,249,338,1720,478
SAR,2024-06-15,12,Atenciones de urgencia - Total Sistema Circulatorio,65,0,0,1,30,34
SAR,2024-06-15,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,3,1
SAR,2024-06-15,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,2,4
SAR,2024-06-15,15,Atenciones de urgencia - Crisis hipertensiva,33,0,0,0,17,16
SAR,2024-06-15,16,Atenciones de urgencia - Arritmia grave,4,0,0,0,2,2
SAR,2024-06-15,17,Atenciones de urgencia - Otras causas circulatorias,18,0,0,1,6,11
SAR,2024-06-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-06-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-07-15,1,Atenciones de urgencia - Total,2888,37,236,285,1777,553
SAR,2024-07-15,12,Atenciones de urgencia - Total Sistema Circulatorio,76,1,0,2,30,43
SAR,2024-07-15,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,1,2
SAR,2024-07-15,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,1,5
SAR,2024-07-15,15,Atenciones de urgencia - Crisis hipertensiva,31,0,0,0,17,14
SAR,2024-07-15,16,Atenciones de urgencia - Arritmia grave,8,0,0,2,2,4
SAR,2024-07-15,17,Atenciones de urgencia - Otras causas circulatorias,28,1,0,0,9,18
SAR,2024-07-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-07-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-08-15,1,Atenciones de urgencia - Total,3208,57,241,353,2002,555
SAR,2024-08-15,12,Atenciones de urgencia - Total Sistema Circulatorio,68,0,0,0,35,33
SAR,2024-08-15,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,3,0
SAR,2024-08-15,14,Atenciones de urgencia - Accidente vascular encefálico,8,0,0,0,3,5
SAR,2024-08-15,15,Atenciones de urgencia - Crisis hipertensiva,25,0,0,0,14,11
SAR,2024-08-15,16,Atenciones de urgencia - Arritmia grave,6,0,0,0,2,4
SAR,2024-08-15,17,Atenciones de urgencia - Otras causas circulatorias,26,0,0,0,13,13
SAR,2024-08-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-08-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-09-15,1,Atenciones de urgencia - Total,3337,53,277,466,1958,583
SAR,2024-09-15,12,Atenciones de urgencia - Total Sistema Circulatorio,58,0,0,0,32,26
SAR,2024-09-15,13,Atenciones de urgencia - Infarto agudo miocardio,0,0,0,0,0,0
SAR,2024-09-15,14,Atenciones de urgencia - Accidente vascular encefálico,6,0,0,0,2,4
SAR,2024-09-15,15,Atenciones de urgencia - Crisis hipertensiva,31,0,0,0,19,12
SAR,2024-09-15,16,Atenciones de urgencia - Arritmia grave,2,0,0,0,1,1
SAR,2024-09-15,17,Atenciones de urgencia - Otras causas circulatorias,19,0,0,0,10,9
SAR,2024-09-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0
SAR,2024-09-15,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,2024-10-15,1,Atenciones de urgencia - Total,3724,48,262,703,2189,522
SAR,2024-10-15,12,Atenciones de urgencia - Total Sistema Circulatorio,60,0,0,0,26,34
SAR,2024-10-15,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,0,3
SAR,2024-10-15,14,Atenciones de urgencia - Accidente vascular encefálico,3,0,0,0,2,1
SAR,2024-10-15,15,Atenciones de urgencia - Crisis hipertensiva,20,0,0,0,11,9
